Date,Title,FinBERT
2/3/2023,government reviews adani group's financial statements: report,1
2/3/2023,adani probe: brs mps move motion,1
2/3/2023,adani-owned women's premier league team appoints rachael haynes as head coach,1
2/3/2023,"‘growth numbers have upside potential, but unlikely to be as large in 2022-23’",2
2/3/2023,"banking sector remains resilient and stable, says rbi",2
2/3/2023,"both houses of parliament stalled over adani controversy, joint opposition demands probe",1
2/3/2023,"nirmala sitharaman assures investors, rbi says keeping vigil: top developments in adani-hindenburg row",1
2/3/2023,"how adani crisis can hit india's growth story, modi's image",1
2/3/2023,"no pledging of ambuja, acc shares: adani grp",1
2/3/2023,adani firms under additional surveillance mechanism (asm),1
2/3/2023,rbi asks large banks for information on exposure to adani group,1
2/3/2023,chargers clinch strong victory at golf league,2
2/3/2023,where are the markets heading?,1
2/3/2023,"sbi, itc, adani enterprises, marico and other stocks in news today",1
2/3/2023,"forward premiums reverse course on indian rupee fall, bets of rbi absence",1
2/3/2023,"adani rout continues, $107 billion m-cap wiped out in 6 sessions",0
2/3/2023,gautam adani in talks with creditors to prepay share pledges to boost confidence,2
2/3/2023,adani speaks for first time since turmoil,1
2/3/2023,lok sabha adjourned amid oppn's protests over adani issue,1
2/3/2023,"govt doesn't want discussion on issues it feels would embarrass it, claims shashi tharoor",1
2/3/2023,moody's says adani stock plunge can hurt group's ability to raise debt,0
2/3/2023,"adani rout continues, $107bn m-cap wiped out in 6 sessions",0
2/3/2023,"cong sharpens attack on govt over adani issue, asks state units to protest outside lic, sbi offices on february 6",1
2/3/2023,"no pledging of ambuja, acc shares: adani group",1
2/3/2023,fitch says no immediate impact on adani ratings after hindenburg report,1
2/3/2023,adani enterprises to be dropped from dow jones sustainability indices,1
2/3/2023,s&p cuts two adani firms' rating to negative from stable,0
2/3/2023,gautam adani stock rout continues as loan talks fail to ease concerns,0
2/3/2023,"sbi's total exposure to adani group at rs 27,000 crore; none against shares",1
2/3/2023,adani global bonds enter distress zone,0
2/3/2023,gautam adani backers from new york to tokyo dissect and limit exposure,1
2/3/2023,‘citi stops margin loans against adani securities’,1
2/4/2023,sensex gains 910pts as adani stocks stabilise,1
2/4/2023,bonds rally on reports of move to prepay loans,2
2/4/2023,"exposure to adani coswithin rbi limit: sbi, bob",1
2/4/2023,adani group's fpo withdrawal will not impact global image of india's economy: finance minister nirmala sitharaman,1
2/4/2023,total: no revaluation of stake in adani jvs,1
2/4/2023,adani's rise mirrored india's. will the fall start now?,2
2/4/2023,"for second day, parliament paralysed over adani row",1
2/4/2023,inside the 19-hour meltdown that junked gautam adani's share sale,1
2/4/2023,state tracking developments in adani crisis: firhad,1
2/4/2023,volatility comes despite surveillance measures,1
2/4/2023,how gautam adani selloff stacks up against the biggest stock collapses,2
2/4/2023,opposition parties running away from discussion in parliament: union minister anurag thakur,1
2/4/2023,adani bondholders turn to advisers as crisis engulfs indian firm,1
2/4/2023,congress lashes out at narendra modi govt over gautam adani issue,1
2/4/2023,all govt houses to have piped natural gas in 2 years: ut adviserdharam pal,2
2/4/2023,"in 1st rating action, s&p cuts outlook on 2 adani cos to -ve",0
2/4/2023,"in 1st rating action, s&p cuts outlook on 2 adani companies to negative",0
2/4/2023,"adani row: indian regulators are very competent to handle the situation, says piyush goyal",1
2/4/2023,"exposure to adani cos within rbi limit: sbi, bob",1
2/4/2023,measures in place to address excessive volatility: sebi amid adani issue,1
2/4/2023,adani stocks see some recovery,2
2/5/2023,adani saga enters third week as officials jump in to calm nerves,2
2/5/2023,"kcr calls for govt of farmers, says water 'wars' between states being encouraged; slams centre over coal import and 'love' for adani",1
2/5/2023,allegations against gautum adani should be looked into: cm nitish kumar,1
2/5/2023,indian regulators competent to handle adani issue: goyal,1
2/5/2023,"indian regulators competent, can handle adani row: union minister for commerce industries piyush goyal",1
2/5/2023,"adani issue: investors' money safe in lic, claim union leaders urging congress to call off protest",1
2/5/2023,mous worth rs 22 lakh crore signed ahead of global investors summit in up,2
2/5/2023,"indian markets less volatile than global peers, says sebi",1
2/5/2023,no impact of adani fpo cancellation on economy: union finance minister nirmala sitharaman,1
2/5/2023,himachal pradesh government to take legal action if adani doesn't reopen 2 plants,1
2/5/2023,"modi, his govt cannot hide from questions saying 'hum adani ke hain kaun': congress",1
2/5/2023,how india inc can survive a hindenburg attack,1
2/5/2023,adani fpo scrapping won’t impact economy: union finance minister nirmala sitharaman,1
2/5/2023,"indian market less volatile than global peers, says sebi",1
2/5/2023,"adani group crisis: regulators should always be on their toes to keep markets stable; no impact on india's image, says finance minister nirmala sitharaman",1
2/6/2023,"adani given no favour, opposition is being hypocritical, says union finance minister nirmala sitharaman",1
2/6/2023,"congress brings nationwide anti-adani protest to goa, wants probe in ‘scam’",1
2/6/2023,"adani enterprises, tata steel, sbi, indigo and other stocks in news today",1
2/6/2023,"regulators should act, on time and to keep markets stable: fm",1
2/6/2023,jammu and kashmir unit of congress holds protest over adani-hindenburg row and eviction drive,1
2/6/2023,"kotak, mahindra bat for indian economy",1
2/6/2023,"jmm requests sc to probe adani issue, questions bjp govt's silence",1
2/6/2023,mamata banerjee may have received instructions to keep mum on adani crisis: congress leader adhir chowdhury,1
2/6/2023,"adani crisis: iyc holds protest at jantar mantar, demands jpc probe",1
2/6/2023,markets regulator seeks beneficial ownership details of foreign investors: report,1
2/6/2023,it’s tough to short gautam adani stocks listed in india. here’s why,1
2/6/2023,"hum adani ke hain kaun: congress targets pm modi over hindenburg report, minister hits back",1
2/6/2023,how will bjp prevent adani crisis from hitting modi's image?,1
2/6/2023,both houses of parliament adjourned till tuesday,1
2/6/2023,adani enterprises share price has 40% more downside: nyu professor aswath damodaran,1
2/6/2023,"investors’ money safe in lic, claim union leaders, ask ludhiana congress to call off protest",1
2/6/2023,what will hindenberg earn from indian markets? nothing...,1
2/6/2023,budget a 'silent strike' on poor by modi govt: sonia gandhi,1
2/6/2023,"adani row: opposition protests outside parliament, demands jpc probe",1
2/6/2023,"markets fall on fed rate-hike fears, adani uncertainty",0
2/6/2023,majority of adani group firms end lower; group companies combined mcap dips by rs 9.5 lakh crore,0
2/6/2023,"power supply from adani plant as scheduled, says bangladesh minister",1
2/6/2023,adani transmission net profit up nearly 73% to rs 478 crore in q3,2
2/6/2023,it's tough to short adani stocks listed in india. here's why,1
2/6/2023,adani row: cong to stage statewide stir outside lic and sbi offices today,1
2/6/2023,centre trying its best to avoid discussion in parliament on adani rout: rahul gandhi,1
2/6/2023,arappor iyakkam wants probe into coal deal involving adani group,1
2/6/2023,adani group stocks fall further in morning trade,0
2/6/2023,reliance showcases hydrogen-run truck at india energy week,1
2/6/2023,adani founders prepay $1.1 billion loans in bid to stem stock rout,1
2/6/2023,adani stock rout enters third week as flagship shelves bond sale,2
2/6/2023,explainer: how big is lic's and sbi's business with gautam adani?,1
2/7/2023,congress mp rahul gandhi rakes up adani issue in parliament; bjp hits back,0
2/7/2023,"adani group’s mcap nearly halves, drops below ₹10 lakh crore",0
2/7/2023,lawyer moves sc to gag media from carrying reports on adani firms unless filed with and verified by sebi,1
2/7/2023,"apsez q3 net profit declines 12.94% to rs 1,336.51 crore",0
2/7/2023,this man 'topi-pehnau-ed' this wonderful nation: mahua moitra on adani in lok sabha,2
2/7/2023,"cong stages protests against bjp, adani group",1
2/7/2023,"cong stages stir against adani, modi in 24 dists",2
2/7/2023,gautam adani prepays loans of $1.1 billion to release pledged group company shares,2
2/7/2023,adani group mulls independent review after short-seller's criticism,1
2/7/2023,most adani group companies rise in morning trade,2
2/7/2023,adani prepays loans of $1.1 billion to release pledged group companies shares,2
2/7/2023,kavitha demands jpc probe into adani group’s stock fall,0
2/7/2023,"despite stupendous win on adani, india short-selling boom unlikely",2
2/7/2023,shiv sena (ubt) objects to gautam adani's son karan adani on maharashtra eac,1
2/7/2023,adani still eligible to be part of influential jpmorgan bond indexes,1
2/7/2023,adani enterprises shares rocket 20%,2
2/7/2023,"adani group’s mcap nearly halves, drops below ₹10l cr",0
2/7/2023,rahul gandhi questions surge in adani's fortunes under modi govt,2
2/7/2023,moody’s sees limited risks from gautam adani exposure of indian banks,1
2/7/2023,"sensex, nifty decline for 2nd day on selling in fmcg, steel stocks",0
2/7/2023,"adani ports, tata steel, bharti airtel and other stocks in news today",1
2/7/2023,"'concern over debt on adani, but the indian market remains very strong'",2
2/7/2023,aap protest against adani group,1
2/7/2023,adani group share clues can be seen in surging options market,1
2/7/2023,nse lowers price band on two adani firms,0
2/7/2023,"i want discussion so that truth can come out, but govt doesn’t: rahul gandhi",1
2/7/2023,congress stages statewide protests for probe in adani-hindenburg row,1
2/7/2023,rupee slides 89 paise to 82.73/$ in biggest fall in four months,0
2/7/2023,"congress, ncp in mumbai seek jpc probe into hindenburg report",1
2/7/2023,"200 congress workers protest against adani group, detained in guwahati",1
2/7/2023,adani stock rout pauses as traders watch earnings for more cues,1
2/7/2023,cong protests near sbi head office in sec 17,1
2/7/2023,congress hits streets over pm’s silence on adani,1
2/7/2023,adani-hindenburg row: why attempts to calm spooked investors don't seem to be working,1
2/7/2023,congress hits streets over ‘pm’s silence’ on adani,1
2/7/2023,congress leaders in bihar stage protest over adani’s issue,1
2/7/2023,"indian banks' exposure to adani group ""insufficient"" to pose credit risk: fitch",1
2/7/2023,"congress stages demonstration outside sbi, lic offices across rajasthan over adani crisis",1
2/8/2023,adani power adopts new fire alert system at its tiroda plant: what is it,1
2/8/2023,tmc demands sc-monitored probe into allegations against adani group; bjp hits back,1
2/8/2023,"adani power, ambuja cements, cummins india and other stocks in news today",1
2/8/2023,"adani ports, ndtv’s profit slips, green & ambuja’s up",0
2/8/2023,adani ports mulls repaying $605 million debt to calm investors,1
2/8/2023,"are adani stocks still expensive, or a good bargain?",2
2/8/2023,"rahul gandhi attacks 'crony capitalism', bjp hits back with 'congress graft'",1
2/8/2023,lic ‘exposure’ in adani firms less than 1% of aum: minister bhagwat karad,1
2/8/2023,"sensex rebounds 377 points, nifty closes above 17,850 as rbi slows down rate hike",2
